AGSB_CODINST;AGSB_NOMBREINSTITUCION;CODIGOMUNICIPIO;NOMBREMUNICIPIO;DEPARTAMENTO;CALENDARIO;NATURALEZA;JORNADA;EVALUADOS;PROMMATEMATICA;PROMINGLES;PROMLECTURACRITICA;PROMSOCIALESYCIUDADANAS;PROMCIENCIASNATURALES;PROMRAZONAMIENTOCUANTITA;PROMCOMPETENCIASCIUDADAN;DESVMATEMATICA;DESVINGLES;DESVLECTURACRITICA;DESVSOCIALESYCIUDADANAS;DESVCIENCIASNATURALES;DESVRAZONAMIENTOCUANTITA;DESVCOMPETENCIASCIUDADA;PERIODO
067504;COL PARROQUIAL JUAN PABLO II;00019;BELLO;ANTIOQUIA;A;NO OFICIAL;MAÑANA;44;51,82;50,95;53,32;51,84;50,82;51,16;52,11;7,66;8,88;9,65;9,35;8,36;8,06;8,9;20142
147868;COLEGIO PEDAGOGICO LOS ALAMOS;00230;DUITAMA;BOYACA;A;NO OFICIAL;COMPLETA U ORDINARIA;26;54,19;52,81;54,23;53,69;53,38;52,19;54,77;8,24;10,52;5,74;8,34;6,4;8,98;7,93;20142
168583;44/02 GENERAL ALFREDO VASQUEZ COBO;01010;CALI;VALLE;A;OFICIAL;TARDE;21;46,1;46,24;46,43;46,1;45,24;46,38;45,71;6,81;5,74;8,86;8,82;7,14;6,84;7,58;20142
138230;GILBERTO ECHEVERRI MEJIA;00019;BELLO;ANTIOQUIA;A;OFICIAL;SABATINA - DOMINICAL;53;44,13;45,68;46,72;46,23;43,47;45,51;46,23;9,25;9,17;9,57;12,89;9,95;10,4;12,89;20142
173443;CENTRO EDUC ETTE ENNAKA;00681;SABANAS DE SAN ANGEL;MAGDALENA;A;OFICIAL;MAÑANA;3;44,33;42,67;47,33;46,33;50,67;46,33;46,33;10,26;6,11;6,43;4,04;5,51;8,02;6,66;20142
128298;I. E. ADELAIDA CORREA ESTRADA;00087;SABANETA;ANTIOQUIA;A;OFICIAL;TARDE;65;53,72;49,88;57,35;55,78;55,63;53,98;55,77;8,61;9,62;9,25;8,55;8,33;7,76;8,69;20142
163865;I. E.  LAS MERCEDES;00049;FRONTINO;ANTIOQUIA;A;OFICIAL;MAÑANA;21;46,81;46,14;48,1;46,19;45,86;46,33;47;5,81;4,96;9,42;10,68;8,8;6,09;12,12;20142
157008;INSTITUTO TECNICO PARA EL DESARROLLO RURAL IDEAR;00855;BARICHARA;SANTANDER;A;NO OFICIAL;COMPLETA U ORDINARIA;25;43,44;43,84;42,52;44,16;46,2;45,2;44,08;4,68;4,78;6,75;8,09;7,9;6,35;7,96;20142
090324;NUEVO COLEGIO DEL BARRIO MONTES - SEDE PRINCIPAL;00126;BARRANQUILLA;ATLANTICO;A;OFICIAL;TARDE;55;43,84;47,93;44,11;43,09;43,05;44,64;43,47;6,79;5,39;6,29;8,72;8,08;7,37;8,44;20142
140590;INSTITUCION EDUCATIVA  LA FUENTE;00898;LOS SANTOS;SANTANDER;A;OFICIAL;TARDE;33;48,48;46,7;44,3;48,12;48,33;48,3;47,82;8,42;5,93;6,59;9,43;7,63;8,26;8,47;20142
000448;COL SAGRADOS CORAZONES;00001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;COMPLETA U ORDINARIA;23;54,39;57,04;57,52;55,04;52,91;52,87;54,91;8,07;9,98;9,57;10,13;9,5;8,93;9,62;20142
170282;CENT EDUC PAULO FREIRE;00850;BUCARAMANGA;SANTANDER;A;NO OFICIAL;SABATINA - DOMINICAL;18;39,78;44,28;36,33;41,89;39,22;41,5;42,28;9,8;5,48;13,79;11,27;8,16;9,36;9,39;20142
139204;COLEGIO CRISTALES;00099;SAN ROQUE;ANTIOQUIA;A;OFICIAL;SABATINA - DOMINICAL;36;40,75;41,61;43,03;43,47;41,64;41,19;44,22;8,28;4,85;5,99;7,04;6,14;9,92;7,43;20142
046458;ALFONSO LOPEZ PUMAREJO;01022;CARTAGO;VALLE;A;OFICIAL;TARDE;68;45,21;46;44,78;45,62;45,16;46,13;45,63;7,43;5,48;7,26;8,47;7,75;8,56;9,23;20142
120964;LIC ANTONIO RICAURTE;00603;RIOSUCIO;CHOCO;A;OFICIAL;MAÑANA;37;43,76;47,68;41,46;42,59;41,65;44,46;41,95;6,87;8,69;8,13;7,52;4,1;8,42;7,36;20142
109033;INSTITUCION EDUCATIVA EUSTORGIO SALGAR;00139;PUERTO COLOMBIA;ATLANTICO;A;OFICIAL;MAÑANA;17;42,59;44,94;41,24;41,53;42,82;43,59;41,71;6,36;3,94;7,87;7,55;5,43;7,59;7,9;20142
038117;I.E.T. GENERAL ROBERTO LEYVA - SEDE PRINCIPAL;01001;SALDAÑA;TOLIMA;A;OFICIAL;MAÑANA;58;49,55;47,05;48,07;48,19;48,64;49,9;48,34;8,31;6,07;9,01;9,9;7,43;8,8;10,59;20142
137125;50/01 INSTITUCIÓN EDUCATIVA BARTOLOMÉ LOBOGUERRERO;01010;CALI;VALLE;A;OFICIAL;SABATINA - DOMINICAL;8;49,38;44,38;46,75;47;41,38;49,5;45,25;4,53;5,48;4,3;9,49;3,78;4,81;8,68;20142
082271;COL PADRE LUIS VARIARA;00784;CUCUTA;NORTE SANTANDER;A;NO OFICIAL;MAÑANA;62;61,21;57,24;57,69;58,31;59,4;59,63;57,95;8,51;8,3;8,17;10,06;10,24;9,46;9,84;20142
168088;CENTRO EDUCATIVO SAN JUAN BOSCO DE SOLEDAD;00145;SOLEDAD;ATLANTICO;A;NO OFICIAL;MAÑANA;14;51,21;48,71;50,29;51,29;49,93;52,64;50,79;7,34;3,97;8,12;7,93;9,63;6,34;8,42;20142
001909;I.E. NORMAL SUPERIOR DE ENVIGADO - SEDE PRINCIPAL;00047;ENVIGADO;ANTIOQUIA;A;OFICIAL;COMPLETA U ORDINARIA;173;56,66;57,89;60,31;58,5;56,27;56,05;58,2;9,48;11,33;9,53;7,72;9,09;9,77;7,69;20142
114355;COLEGIO PAULA MONTAL;00059;ITAGUI;ANTIOQUIA;A;NO OFICIAL;COMPLETA U ORDINARIA;34;57,62;59,38;59,32;55,68;57,26;56,26;56,09;6,77;13,52;10,24;7,71;7,25;6,94;7,04;20142
128751;I.E.D. ARCESIO CALIZ AMADOR - SEDE PRINCIPAL;00669;EL BANCO;MAGDALENA;A;OFICIAL;TARDE;25;44,4;45;45,8;44,84;46,08;45,56;44,28;6,58;5,86;6,85;10,16;7,8;7,74;9,55;20142
090449;INSTITUCION EDUCATIVA TECNICA AGROPECUARIA NUESTRA SEÑORA DEL CARMEN DE PENDALES;00132;LURUACO;ATLANTICO;A;OFICIAL;MAÑANA;27;48,11;45,15;47,07;47,48;46,67;48,15;46,74;7,3;3,69;8,21;9,74;7,43;7,48;8,21;20142
014456;COL SAGRADO CORAZON DE JESUS HERMANAS BETHLEMITAS;00856;BARRANCABERMEJA;SANTANDER;A;NO OFICIAL;COMPLETA U ORDINARIA;35;64,69;65,17;62,17;59,4;65,11;62,86;59,23;9,1;14,04;7,81;7,65;8,67;10,14;6,17;20142
074146;ROBERTO GARCIA PEÑA;00885;GIRON;SANTANDER;A;OFICIAL;TARDE;26;47,92;48,54;49,12;49,62;49,54;48,77;49,27;6,05;4,93;8,13;9,79;8,38;7,46;10,09;20142
154013;LIC MPAL CONCEJO DE BELLO;00019;BELLO;ANTIOQUIA;A;OFICIAL;NOCHE;59;43,97;43,85;45,73;44,92;42,9;44,81;45,25;7,53;8,24;8,62;9,02;7,85;8,5;8,72;20142
028605;I.E.T. INDUSTRIAL SIMON BOLIVAR - SEDE PRINCIPAL;00982;GUAMO;TOLIMA;A;OFICIAL;NOCHE;21;42,57;47,86;41,67;44,38;41,05;42,76;44,29;6,16;10,47;7,69;7,74;5,75;8,17;7,19;20142
037267;COL MILIT JOSE ANTONIO GALAN;00152;BOGOTÁ D.C.;BOGOTA;A;NO OFICIAL;COMPLETA U ORDINARIA;69;53,51;52,54;50,65;51,88;53,9;53,94;51,62;8,28;9,68;8,6;8,96;9,15;8,74;8,67;20142
005710;IE DIEGO DE TORRES - SEDE PRINCIPAL;00315;TURMEQUE;BOYACA;A;OFICIAL;COMPLETA U ORDINARIA;38;50;47,5;48,89;51,21;50,66;49,87;51,84;7,63;4,56;7,79;7,98;8,62;8,68;8,51;20142
057406;INSTITUCION EDUCATIVA DEPARTAMENTAL SERREZUELA;00516;MADRID;CUNDINAMARCA;A;OFICIAL;TARDE;104;49,73;48,38;50,58;51,81;49,31;50,88;50,98;8,15;7,1;8,13;8,38;9,42;9,02;8,51;20142
057372;INST. EDU. MANUEL RODRIGEZ TORICES;00429;SAN DIEGO;CESAR;A;OFICIAL;NOCHE;19;41,32;43,26;43,32;40,58;44,11;41,16;40,58;7,42;4,28;6,12;4,5;6,53;9,76;4,78;20142
012377;COL GUILLERMO QUINTERO CALDERON;00793;CONVENCION;NORTE SANTANDER;A;OFICIAL;MAÑANA;47;46,6;48,81;46,83;48,04;46,7;46,43;47,83;7,93;6,02;7,63;7,93;9,27;8,31;8,53;20142
079368;COL FONTAN;00477;CHIA;CUNDINAMARCA;A;NO OFICIAL;COMPLETA U ORDINARIA;22;62,86;78,5;59,05;60,77;61,55;61,05;59,64;12,29;12,1;7,4;10,29;10,38;10,07;9,62;20142
139840;I.E.M SILVERIA ESPINOSA DE RENDON - SEDE PRINCIPAL;00487;FACATATIVA;CUNDINAMARCA;A;OFICIAL;NOCHE;18;45,72;45,22;43,17;43,83;44,39;46,72;45,17;6,77;4,6;8,17;9,61;6,56;6,29;9,72;20142
092353;COL TEC MARIA GORETTI;00784;CUCUTA;NORTE SANTANDER;A;NO OFICIAL;MAÑANA;16;48;49,88;52,31;49,5;48,63;46,94;49,19;8,97;6,64;6,35;7,62;7,57;8,39;7,5;20142
129080;INSTITUCION EDUCATIVA EL SALVADOR;00153;CARTAGENA;BOLIVAR;A;NO OFICIAL;MAÑANA;25;43,08;46,16;43,76;44,48;45,96;44,96;44,32;10,23;5,48;9,04;8,25;6;9,19;8,46;20142
114942;INST EDUC VILLA FLORA;00001;MEDELLIN;ANTIOQUIA;A;OFICIAL;TARDE;44;52,11;55,48;54,11;53,23;53,23;51,23;53,73;8,59;9,49;10,42;8,4;9,75;9,32;10,26;20142
105106;LA PRESENTACION;01073;SAN LUIS DE PALENQUE;CASANARE;A;OFICIAL;SABATINA - DOMINICAL;10;45,8;44,9;45;46;46,2;45,4;46,3;5,16;4,89;5,7;7,7;6,65;4,84;6,4;20142
173575;INSTITUCION EDUCATIVA POLITECNICO JUAN BOLAÑOS;00721;ALBAN (SAN JOSE);NARIÑO;A;OFICIAL;NOCHE;27;42,67;45,07;44,85;44,7;43,48;43,19;44,22;8,08;5,17;5,79;7,33;7,35;7,8;7,03;20142
110221;LIC MANANTIAL DE VIDA ETERNA;00152;BOGOTÁ D.C.;BOGOTA;A;NO OFICIAL;COMPLETA U ORDINARIA;69;60;61,07;59,52;57,61;60,29;58,91;57,77;8,32;13,8;8,29;8,23;8,24;8,67;7,24;20142
066480;CENTRO EDUCATIVO CIENCIA - SEDE PRINCIPAL;00840;DOS QUEBRADAS;RISARALDA;A;NO OFICIAL;SABATINA - DOMINICAL;70;43,3;45,51;46,24;45,39;44,27;43,89;45,14;9,53;8,13;10,12;10,82;10;10,31;10,73;20142
050922;INST EDUC YERMO Y PARRES;00001;MEDELLIN;ANTIOQUIA;A;OFICIAL;TARDE;127;54,13;54,32;56,8;54,13;52,13;53,62;54,13;10,37;11,36;8,89;10,3;9,74;10,72;10,31;20142
102293;INSTITUCION EDUCATIVA SOLEDAD ROMAN DE NUÑEZ;00153;CARTAGENA;BOLIVAR;A;OFICIAL;MAÑANA;61;53,87;52,87;52,9;53,05;53,46;52,82;53,74;9,1;7,95;8,9;9,6;9,78;9,14;10,15;20142
008920;COL SIMON BOLIVAR;00516;MADRID;CUNDINAMARCA;A;NO OFICIAL;MAÑANA;19;47,11;48,58;47,68;47,74;48,58;47,37;48,05;5,93;3,15;6,18;5,79;6,8;7,53;6,15;20142
165944;CENT EDUC RUR BABEGA;00818;SILOS;NORTE SANTANDER;A;OFICIAL;COMPLETA U ORDINARIA;11;47,27;46,64;45,36;48,27;50,45;45,36;48,45;5,5;4,67;5,1;6,62;4,3;6,3;9,16;20142
057943;COL CARLOS JULIO TORRADO PEÑARANDA;00785;ABREGO;NORTE SANTANDER;A;OFICIAL;NOCHE;53;44,42;44,34;44,64;44,75;43,38;44,74;44,92;6,95;5,23;8,31;8,64;6,83;8,31;9,51;20142
093302;COLEGIO FORMAL PARA ADULTOS (ADONIS);00126;BARRANQUILLA;ATLANTICO;A;NO OFICIAL;NOCHE;67;41,55;44,27;39,78;40,1;39,85;42,06;40,15;6,25;5,6;7,58;7,76;7,48;6,69;7,11;20142
033761;INST EDUC MANUEL ANGEL ANACHURY;00957;SAN ONOFRE;SUCRE;A;OFICIAL;MAÑANA;54;45,3;46,13;43,24;44,87;45,04;45,89;44,69;7,33;4,56;8,84;9,11;7,43;7,99;9;20142
036699;INSTITUCIÓN EDUCATIVA CARLOS HOLGUIN LLOREDA - SEDE PRINCIPAL;01010;CALI;VALLE;A;OFICIAL;MAÑANA;33;52,27;50,61;52,73;52,24;51,3;52,18;52,97;8,58;8,71;13,4;8,45;9,38;8,53;8,41;20142
131540;SEC ESC MUNICIPAL BELEN;00001;MEDELLIN;ANTIOQUIA;A;OFICIAL;MAÑANA;73;52,67;53,12;58,19;54,29;52,51;52,22;54,48;8,53;9,22;10,13;9,77;9,26;8,2;9,03;20142
124909;CENTRO EDUCATIVO MARIA MONTESSORI;00190;SANTA ROSA DEL SUR;BOLIVAR;A;OFICIAL;MAÑANA;52;56,69;59,67;53,52;55,33;54,38;55,44;54,81;8,64;8,91;7,22;8,18;7,63;9,39;8,36;20142
064055;INSTITUCION EDUCATIVA RAFAEL NUÑEZ DE SAN ANDRES;00163;CORDOBA;BOLIVAR;A;OFICIAL;MAÑANA;27;45,44;45,81;43,33;47,81;44,15;44,78;47,44;9,3;4,21;5,26;7,11;5,66;8,59;6,05;20142
160754;I.E. EL PROGRESO - SEDE PRINCIPAL;00033;CARMEN DE VIBORAL;ANTIOQUIA;A;OFICIAL;MAÑANA;66;50,05;46,44;51,48;51,47;49,64;50,89;52,23;8,77;5,94;9,15;6,77;8,81;9,77;7,91;20142
132860;CONC. ESCOLAR BERTHA SUTTNER;00153;CARTAGENA;BOLIVAR;A;NO OFICIAL;MAÑANA;23;47,83;46,13;45,22;42,78;44,48;47,17;42,96;8,48;3,97;6,04;6,67;7,98;8,96;6,98;20142
189951;SEDE 7 EL COLEGIO;00963;IBAGUE;TOLIMA;A;OFICIAL;MAÑANA;5;43;43,6;43;44,2;46;44,2;44,8;6,67;4,16;9,57;7,05;7,62;8,53;6,76;20142
145193;COLEGIO RURAL JOSÉ CELESTINO MUTIS (IED) - SEDE PRINCIPAL;00152;BOGOTÁ D.C.;BOGOTA;A;OFICIAL;MAÑANA;49;51,76;50,16;53,82;53,69;53,63;52,27;54,78;8,99;7,79;7,79;10,45;8,88;8,44;11,59;20142
032714;IINSTITUTO INTEGRADO DE ENSEÑANZA MEDIA COMERCIAL SAN JOSE;00928;SUAITA;SANTANDER;A;OFICIAL;MAÑANA;16;54,5;51,69;54,56;52,13;56,06;54,13;51,56;11,91;12,53;10,36;9,95;10,33;12,42;10,18;20142
036871;INSTITUCION EDUCATIVA TECNICA INDUSTRIAL ANTONIO JOSE CAMACHO;01010;CALI;VALLE;A;OFICIAL;TARDE;139;55,47;52,97;55,07;55,65;56,07;55,17;55,05;9,35;8,28;8,54;9,32;9,08;9,35;9,09;20142
120238;I.E.T.C. DE SAN MARTIN DE LOBA - SEDE PRINCIPAL;00186;SAN MARTIN DE LOBA;BOLIVAR;A;OFICIAL;MAÑANA;51;47,41;47,06;45,63;45,37;46,78;47,65;44,65;7,76;3,95;7,73;8,58;7,94;8,04;7,64;20142
112474;COL FE Y ESPERANZA MISION PANAMERICANA;01010;CALI;VALLE;A;NO OFICIAL;COMPLETA U ORDINARIA;11;52;54,64;54,27;52,73;52,09;52,64;52;8,43;12,58;10,96;9,08;9,06;7,05;8,2;20142
096248;COL DISTRITAL BUENOS AIRES C.E.B. # 085;00126;BARRANQUILLA;ATLANTICO;A;OFICIAL;MAÑANA;71;49,85;51,35;50,92;50,01;49,68;50,66;49,68;7,28;7,86;8,39;8,76;8,31;7,42;9,31;20142
066670;INST EL INGENIOSO HIDALGO;00152;BOGOTÁ D.C.;BOGOTA;A;NO OFICIAL;COMPLETA U ORDINARIA;57;55,77;51,72;55,65;55,18;54,28;55,82;55,11;9,82;7,46;7,63;9,46;9,52;10,37;9,09;20142
005280;I.E.T. LISANDRO CELY - SEDE PRINCIPAL;00253;MONGUA;BOYACA;A;OFICIAL;COMPLETA U ORDINARIA;47;47,6;46,28;47;49,38;51,02;47,43;50,23;6,61;4,76;7,55;8,97;8,26;7,05;9,74;20142
072322;MANUEL ELKIN PATARROYO;01071;SABANALARGA;CASANARE;A;OFICIAL;MAÑANA;35;45,91;46,31;48,43;48,83;48,06;46,31;48,46;8,32;5,11;8,53;9,57;8,15;10,21;9,54;20142
140202;E R LA PAJUILA (UNIT);00125;ZARAGOZA;ANTIOQUIA;A;OFICIAL;COMPLETA U ORDINARIA;20;42,95;42,9;44,75;45;43,85;44,7;45,25;7,34;4,66;7,43;8,12;5,75;8,1;8,05;20142
128710;CENT EDUC DIST FRANCISCO DE PAULA SANTANDER;00152;BOGOTÁ D.C.;BOGOTA;A;OFICIAL;TARDE;62;49,1;50,52;52,26;52,61;50,94;50;53,11;7,86;6,68;8,41;8,22;7,86;8,55;7,83;20142
172759;INST. EDUC. NUEVA AMERICA;00153;CARTAGENA;BOLIVAR;A;NO OFICIAL;MAÑANA;20;50,4;50,95;49,4;50,5;51,35;51,6;50,2;8,22;8,44;8,92;8,43;9,66;9,31;9,19;20142
059220;LICEO LA PINTADA;00065;LA PINTADA;ANTIOQUIA;A;OFICIAL;TARDE;33;46,52;47,03;48,3;46,58;46,61;46,76;46,58;6,6;4,61;7,6;8,05;7,75;6,8;7,7;20142
183384;NUEVA ESPERANZA INDIGENA;01016;BUENAVENTURA;VALLE;A;OFICIAL;MAÑANA;15;44,33;43,2;42;43,93;46,33;44,27;42,27;6,24;4,65;6,96;8,22;5,19;6,93;7;20142
036046;I. E. SAN DIEGO;00067;LIBORINA;ANTIOQUIA;A;OFICIAL;COMPLETA U ORDINARIA;17;50,35;44,76;48,35;44,06;45,35;51;44,18;9,66;6,67;12,09;11,96;11,93;8,34;11,84;20142
028043;IE SAN PEDRO CLAVER- SEDE PRINCIPAL;00272;PUERTO BOYACA;BOYACA;A;OFICIAL;TARDE;55;50;48,45;51,18;50,4;48,22;51,38;51,02;8,55;5,14;8,78;10,17;9,73;9,64;11,67;20142
034769;INSTITUTO TECNICO INDUSTRIAL;00492;FUSAGASUGA;CUNDINAMARCA;A;OFICIAL;MAÑANA;159;54,18;51,12;51,84;53,7;54,55;53,39;53,21;8,81;7,34;8,09;9,84;9,06;9,25;9,55;20142
002022;COL SAN JUAN EUDES;00001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;MAÑANA;45;49,04;48,93;49,51;49,67;49,51;49,04;49,44;6,3;8,13;8,77;9;7,46;6,06;9,54;20142
125229;INSTITUCION EDUCATIVA ROBINSON PITALUA;00432;MONTERIA;CORDOBA;A;OFICIAL;MAÑANA;44;45,68;47,07;45,66;46,43;47,66;45,66;47,3;8,68;7,45;9,71;9,06;7,01;8,02;9,48;20142
162396;INSTITUTO TÉCNICO LUIS MEDINA NIVIA - SEDE PRINCIPAL;00494;GACHANCIPA;CUNDINAMARCA;A;NO OFICIAL;TARDE;21;44,9;47,52;45,1;44,81;42,76;47,14;45,57;7,1;4,43;6,81;8,84;6,96;7,48;8,45;20142
058859;COL DOMINGO FAUSTINO SARMIENTO;00459;TIERRALTA;CORDOBA;A;NO OFICIAL;TARDE;24;52,25;49,25;50,42;52,25;52,83;50,88;50,83;7,97;5,65;6,44;6,48;8,15;7,78;6,89;20142
108720;COLEGIO LABOYOS;00633;PITALITO;HUILA;A;NO OFICIAL;SABATINA - DOMINICAL;56;44;44,14;42,66;43,05;43,21;44,77;43,36;6,1;6,05;8,55;7,86;7,48;7,55;7,97;20142
143073;VEINTE DE JULIO;01048;VIJES;VALLE;A;OFICIAL;MAÑANA;8;40;41,63;43,63;42,75;44,88;41,5;42;5,4;7,01;6,46;8,71;5,03;6,63;7,41;20142
127704;IE CONSUELO ARAUJO NOGUERA;00407;VALLEDUPAR;CESAR;A;OFICIAL;MAÑANA;121;47,81;45,74;45,98;45,83;46,1;47,95;46,21;7,78;5,26;7,9;9,17;8,78;8,05;8,5;20142
088963;INSTITUCION EDUCATIVA TECNICA EL ESPINO;00778;SAPUYES;NARIÑO;A;OFICIAL;MAÑANA;27;46,93;49,41;48,48;48,44;48,56;47,93;47,59;7,87;5;7,61;9,01;9,15;9,31;9,58;20142
002824;I. E. ESCUELA NORMAL SUPERIOR SAGRADA FAMILIA;00115;URRAO;ANTIOQUIA;A;OFICIAL;COMPLETA U ORDINARIA;83;51,9;48,94;52,75;52,53;49,28;51,92;52,72;8,99;4,97;8,13;8,47;8,83;9,6;8,54;20142
018598;CARDENAS CENTRO;01036;PALMIRA;VALLE;A;OFICIAL;MAÑANA;65;61,05;56,49;60,38;59,42;59,94;59,05;58,48;9,04;11;8,4;8,09;8,9;7,98;7,7;20142
140921;GIMNASIO MINUTO DE DIOS;00619;GARZON;HUILA;A;NO OFICIAL;COMPLETA U ORDINARIA;22;55,91;55,18;56,14;55,36;56,77;55,32;56,14;11,84;12,21;11,66;10,9;11,44;11,42;10,74;20142
062810;LIC DE APLICACION PSICOPEDAGOGICO;00152;BOGOTÁ D.C.;BOGOTA;A;NO OFICIAL;COMPLETA U ORDINARIA;8;54,38;60,88;52,88;54,75;56,38;54;55,5;11,62;14,54;8,92;7,92;9,16;8,55;7,13;20142
080515;SEDE A - IE PROMOCION SOCIAL DEL NORTE;00850;BUCARAMANGA;SANTANDER;A;OFICIAL;TARDE;17;46,53;46,18;47,18;45,82;46,65;47,12;46,82;5,78;3,81;6,41;8,82;7,22;7,9;9,17;20142
045435;INSTITUCION EDUCATIVA SAN JOSE DE LURUACO;00132;LURUACO;ATLANTICO;A;OFICIAL;TARDE;42;45,12;44,88;42,6;44,19;44,31;44,5;44,33;6,59;4,63;6,59;7,28;8,42;5,9;7,3;20142
001438;IE SUAREZ DE LA PRESENTACION;00019;BELLO;ANTIOQUIA;A;NO OFICIAL;COMPLETA U ORDINARIA;44;57,52;65,14;61,43;58,75;58,41;56,45;58,73;9,31;11,82;9,56;7,98;9,3;8,75;7,72;20142
004523;I.E.T. AGROINDUSTRIAL DE CALAMAR - SEDE PRINCIPAL;00160;CALAMAR;BOLIVAR;A;OFICIAL;MAÑANA;64;42,8;44,36;41,39;41,27;41,13;43,95;41,06;7,21;4,54;7,37;7,58;7,71;8,22;7,99;20142
137828;CENT EDUC DIST JOSE ANTONIO GALAN;00152;BOGOTÁ D.C.;BOGOTA;A;OFICIAL;TARDE;70;50,14;49,11;50,3;50,8;51,3;50,84;51,5;8,27;5,55;7,9;9,29;8,97;8,44;8,97;20142
077081;COLEGIO LOPERENA GARUPAL;00407;VALLEDUPAR;CESAR;A;OFICIAL;TARDE;87;47,03;47,55;46,74;47,61;47,05;47,68;47,49;6,8;4,8;8,73;8,38;7,43;7,45;8,02;20142
097451;I.E.D. ARCESIO CALIZ AMADOR - SEDE PRINCIPAL;00669;EL BANCO;MAGDALENA;A;OFICIAL;MAÑANA;34;48,26;45,18;47,82;47,5;45,85;49,56;47,71;7,64;5,05;7,47;8,23;8,49;8,19;7,73;20142
157248;INSTITUTO TECNICO PARA EL DESARROLLO RURAL IDEAR;00919;SAN GIL;SANTANDER;A;NO OFICIAL;COMPLETA U ORDINARIA;56;42,23;44,77;42,55;44,11;43,71;42,79;44,82;7,43;5,01;6,61;8,21;7,41;9,19;8,02;20142
025155;COL FRANCISCANO DEL VIRREY SOLIS;00152;BOGOTÁ D.C.;BOGOTA;A;NO OFICIAL;COMPLETA U ORDINARIA;81;63,46;74,11;61,93;61,28;63,22;62,99;61,1;10,71;13,81;8,31;7,07;8,32;11,37;6,91;20142
139865;CIUDAD DORADA;00824;ARMENIA;QUINDIO;A;OFICIAL;SABATINA - DOMINICAL;57;42,35;42,49;45,51;46,33;42,95;43,3;46,33;7,18;7,56;7,29;10,02;7,17;7,52;9,68;20142
173302;JOSE HOLGUIN GARCES - SEDE PRINCIPAL;01010;CALI;VALLE;A;OFICIAL;TARDE;60;45,85;48,33;49,27;49,97;47,7;45,92;49,5;7,51;5,72;7,51;7,46;6,81;7,8;7,1;20142
009001;INSTITUCIÓN EDUCATIVA DPTAL  ALFONSO LÓPEZ PUMAREJO;00521;NEMOCON;CUNDINAMARCA;A;OFICIAL;COMPLETA U ORDINARIA;97;51,56;47,62;50,04;49,69;52,38;51,47;49,58;7,15;4,78;7,74;7,6;7,16;6,88;7,93;20142
063289;I.E.M. LUIS ORJUELA - SEDE PRINCIPAL;00577;ZIPAQUIRA;CUNDINAMARCA;A;OFICIAL;TARDE;36;50,64;47,53;48,97;49,33;48,22;51,06;49,47;8,19;6,4;9,04;8,26;8,97;8,78;8,74;20142
151639;IE IGNACIO GIL SANABRIA - SEDE PRINCIPAL;00292;SIACHOQUE;BOYACA;A;OFICIAL;SABATINA - DOMINICAL;5;39,8;45,8;44;44;45,2;38;47;9,15;3,83;2,74;6,32;6,22;9,33;5,7;20142
121905;COLEGIO ALBERTO SANTOS BUITRAGO;00927;SOCORRO;SANTANDER;A;OFICIAL;MAÑANA;12;58,08;48,5;52,5;54,5;56,42;56,25;55,17;8,73;3,42;8,24;9,71;11,33;8,4;10,01;20142
011320;I.E.M. LIBERTAD - SEDE PRINCIPAL;00720;PASTO;NARIÑO;A;OFICIAL;MAÑANA;144;54,69;51,1;54,71;53,31;55,48;53,4;53,33;8,02;6,38;7,86;7,2;7,47;8,18;7,48;20142
160341;EL CARACOL;01113;SAN JOSE DEL GUAVIARE;GUAVIARE;A;OFICIAL;MAÑANA;3;33,33;40,67;38,67;34;45;37;32;2,08;3,06;3,21;7,55;2;1,73;11,27;20142
001420;COL ATANASIO GIRARDOT;00019;BELLO;ANTIOQUIA;A;OFICIAL;MAÑANA;117;49,84;48,7;52,58;48,79;46,52;49,66;48,66;8,22;7,14;8,14;8,22;8,14;9,39;8,39;20142
018820;JOSE ANTONIO AGUILERA;01041;SAN PEDRO;VALLE;A;OFICIAL;MAÑANA;94;46,5;48,47;48,19;48,3;48,97;47,46;48,35;6,62;5,45;8,03;8,02;7,45;7;7,89;20142
018465;GINEBRA LA SALLE;01029;GINEBRA;VALLE;A;OFICIAL;MAÑANA;58;57,03;53,16;56,78;56,6;57,55;55,91;56,47;8,7;8,45;8,38;7,89;8,42;8,91;8,17;20142
050328;I.E.T.A. RICARDO CASTELLAR BARRIOS - SEDE PRINCIPAL;00154;ACHI;BOLIVAR;A;OFICIAL;MAÑANA;86;42,94;43,01;41,84;42,63;42,78;43,62;43,05;8,65;5,65;7,16;7,96;7,2;9,58;8,71;20142
156851;INST. EDU. SAN JOSE;00427;LA PAZ (ROBLES);CESAR;A;OFICIAL;TARDE;56;46,89;45,84;43,48;44,02;45,73;46,46;43,34;6,33;5,21;5,62;7,64;7,29;7,09;7,37;20142
071134;COL EMILIO SOTO MAYOR;00126;BARRANQUILLA;ATLANTICO;A;NO OFICIAL;COMPLETA U ORDINARIA;56;48,13;49,52;50,11;48,77;49,13;48,21;48,93;6,64;7,5;8,06;8,78;8,09;8,25;8,21;20142
